motif_smiles,total_occurrences,num_drugs_containing,percent_drugs,molecular_weight,num_atoms
CC(C)N,1,1,0.13,59.11,4
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1,1,0.13,264.37,20
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1,1,0.13,325.77,23
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,1,1,0.13,310.44,23
CN1CCN2c3ncccc3Cc3ccccc3C2C1,1,1,0.13,265.36,20
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,1,1,0.13,240.21,18
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1,1,1,0.13,334.89,23
Cc1ccc2ccc(Cl)cc2n1,1,1,0.13,177.63,12
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1,1,0.13,285.34,21
C1CNC2CNCC2C1,1,1,0.13,126.2,9
CCCCCCCCC(=O)O,1,1,0.13,158.24,11
Cc1ccc(O)c2c1COC2=O,1,1,0.13,164.16,12
CCP(CC)CCP(CC)CC,1,1,0.13,206.25,12
CCC(C)=O,1,1,0.13,72.11,5
OC1Cc2ccccc2CC1O,1,1,0.13,164.2,12
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,1,1,0.13,285.34,21
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,1,1,0.13,287.31,21
CC[SH](=O)=O,1,1,0.13,94.13,5
Cc1ccccc1O,1,1,0.13,108.14,8
Cc1ccnc2c1NC(=O)c1cccnc1N2,1,1,0.13,226.24,17
CC1(C)NC(=O)NC1=O,1,1,0.13,128.13,9
CNC(N)=C[N+](=O)[O-],1,1,0.13,117.11,8
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21,1,1,0.13,284.4,21
CC1COc2cc(F)cc3c(=O)ccn1c23,1,1,0.13,219.21,16
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1,1,0.13,312.44,22
Cc1cncc(C)c1,1,1,0.13,107.16,8
Cn1c2c(c3ccccc31)C(=O)CCC2,1,1,0.13,199.25,15
CCCCCCCCCCCCC,1,1,0.13,184.37,13
O=C1CCO1,1,1,0.13,72.06,5
NC1CCC=C(C=O)C1,1,1,0.13,125.17,9
[NH-]C1CCCCC1[NH-],1,1,0.13,112.18,8
O=C(O)C(=O)O,1,1,0.13,90.03,6
CN1CCC23c4c5cccc4OC2C(=O)CCC3(O)C1C5,1,1,0.13,285.34,21
CC1=C2CC(=O)C3(C)C(O)CC4OCC4C3CC(O)(CC1)C2(C)C,1,1,0.13,334.46,24
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O,1,1,0.13,233.05,13
c1ccc2c(c1)OCO2,1,1,0.13,122.12,9
CCC(CO)CO,1,1,0.13,104.15,7
CC(C)(S)C(N)C(=O)O,1,1,0.13,149.22,9
CCCCC(C)=O,1,1,0.13,100.16,7
O=C1CCCO1,1,1,0.13,86.09,6
Cn1ccnc1,1,1,0.13,82.11,6
O=C1NCCNC1=O,1,1,0.13,114.1,8
Oc1cccnc1,1,1,0.13,95.1,7
O=C1OCC2C(O)c3cc4c(cc3C(c3ccccc3)C12)OCO4,1,1,0.13,324.33,24
Nc1nc2c(s1)CCCC2,1,1,0.13,154.24,10
CC1C=CC2=CC(O)CCC2C1,1,1,0.13,164.25,12
CC12CCCC1C1CCC3=CC(=O)CCC3(C)C1CC2,1,1,0.13,272.43,20
Fc1ccccc1C1=NCC(=S)Nc2ccc(Cl)cc21,1,1,0.13,304.78,20
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,1,1,0.13,295.41,21
Oc1ccc2ccsc2c1,1,1,0.13,150.2,10
C1CC2CCNC2C1,1,1,0.13,111.19,8
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,1,1,0.13,280.41,21
Nc1nc2ccccc2s1,1,1,0.13,150.21,10
OC(F)(F)F,1,1,0.13,86.01,5
Cc1cc(=O)n2c(n1)CCCC2,1,1,0.13,164.21,12
CCCC(O)CC,1,1,0.13,102.18,7
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1,1,0.13,314.36,22
C1=CCOC1,1,1,0.13,70.09,5
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1,1,0.13,306.24,20
Cn1ncc2[nH]cnc(=O)c21,1,1,0.13,150.14,11
CC1CNCC(C)N1,1,1,0.13,114.19,8
CC1OCCC1(O)C=O,1,1,0.13,130.14,9
NC(N)=NC1CC(O)C(O)C(N=C(N)N)C1O,1,1,0.13,246.27,17
CN(C=O)N=O,1,1,0.13,88.07,6
OC1CC(O)C(O)CO1,1,1,0.13,134.13,9
CC1CCC(O)CC1,1,1,0.13,114.19,8
CCCc1ccccc1,1,1,0.13,120.19,9
CC1(C)CCSc2ccc(C#Cc3ccccn3)cc21,1,1,0.13,279.41,20
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1,1,0.13,300.75,21
Cn1nnc2cncn2c1=O,1,1,0.13,151.13,11
OC1COC2COCOC2C1O,1,1,0.13,176.17,12
CC#CC(C)(C)C,1,1,0.13,96.17,7
S=P(N1CC1)(N1CC1)N1CC1,1,1,0.13,189.22,11
Cc1ccsc1Cc1sccc1C,1,1,0.13,208.35,13
c1cnsn1,1,1,0.13,86.12,5
CCS(=O)(=O)CC,1,1,0.13,122.19,7
CCCC[SH](=O)=O,1,1,0.13,122.19,7
Clc1ccc2nsnc2c1,1,1,0.13,170.62,10
NC1CC(N)CC(O)C1,1,1,0.13,130.19,9
NC1C(O)COCC1O,1,1,0.13,133.15,9
NC1COCC(O)C1,1,1,0.13,117.15,8
Cc1ccc(O)cc1,1,1,0.13,108.14,8
CC1(C)OC2COC3OC(C)(C)OC3C2O1,1,1,0.13,230.26,16
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,1,1,0.13,364.36,27
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC43C)C1CC(O)C2O,1,1,0.13,336.4,24
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1,1,0.13,343.22,23
Cc1cccc2nc(N)[nH+]c(N)c12,1,1,0.13,175.22,13
C1CC2CCC(C1)[N+]21CCCC1,1,1,0.13,166.29,12
CC12CCCC1C1C(O)CC3CC(O)CCC3(C)C1CC2,1,1,0.13,292.46,21
C=CC(N)CCC(=O)O,1,1,0.13,129.16,9
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C=O)(c1ccc3c(c1)C14CCN5CC=CC(CC(O)C1N3C)C54)C2,1,1,0.13,574.77,43
Cc1ccccc1[SH](=O)=O,1,1,0.13,156.21,10
Cn1ccc2ccccc21,1,1,0.13,131.18,10
N#Cc1cnn2cccnc12,1,1,0.13,144.14,11
NC(N)=NC1C=C(C(=O)O)OCC1,1,1,0.13,185.18,13
OCC(O)CO,1,1,0.13,92.09,6
[N-]=[N+]=NC1CCOC1,1,1,0.13,113.12,8
Cc1ccc2nccn2c1,1,1,0.13,132.17,10
c1ccc2oncc2c1,1,1,0.13,119.12,9
CS(N)(=O)=O,1,1,0.13,95.12,5
O=C1NC(O)c2nccnc21,1,1,0.13,151.12,11
Clc1cccnc1,1,1,0.13,113.55,7
O=CN1c2ccc(C3(C=O)CC4CC(O)CN(CCc5c3[nH]c3ccccc53)C4)cc2C23CCN4CC=CC(CC(O)C12)C43,1,1,0.13,592.74,44
O=C1CCN2CCc3ccccc3C2C1,1,1,0.13,201.27,15
NCCS,1,1,0.13,77.15,4
FC(F)(F)C(F)(F)C(F)(F)F,1,1,0.13,188.02,11
OO,1,1,0.13,34.01,2
NCCN,1,1,0.13,60.1,4
O=C(O)CCCO,1,1,0.13,104.11,7
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2O1,1,1,0.13,358.48,26
Nc1cnc(Cl)c(N)n1,1,1,0.13,144.56,9
NC(N)=NC=O,1,1,0.13,87.08,6
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,1,1,0.13,332.31,25
CN1CCC23c4c5cccc4OC2C(=O)CCC3C1C5,1,1,0.13,269.34,20
O=C([O-])CC([S-])C(=O)[O-],1,1,0.13,147.13,9
OC1COC2CCOC12,1,1,0.13,130.14,9
CC12CCC3C(=CCc4ccccc43)C1CCC2=O,1,1,0.13,252.36,19
O=C1Cc2ccccc2Nc2ccccc21,1,1,0.13,209.25,16
Clc1cc(Cl)c2ccc3ccccc3c2c1,1,1,0.13,247.12,16
OC1CCCOC1,1,1,0.13,102.13,7
OC1CCCCO1,1,1,0.13,102.13,7
CCCCCCC(C)C,1,1,0.13,128.26,9
CC1(C)Oc2cccc(O)c2C2CC(=O)CCC21,1,1,0.13,246.31,18
CC1(C)C2CCCC1C2,1,1,0.13,124.23,9
C1COCC[N+]1,1,1,0.13,86.11,6
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21,1,1,0.13,296.41,22
Cc1ccc(C)c(C)c1C,1,1,0.13,134.22,10
O=[N+]([O-])c1cncs1,1,1,0.13,130.13,8
O=[SH](=O)c1cccnc1,1,1,0.13,143.17,9
FCC(F)(F)F,1,1,0.13,102.03,6
CCCCC(C)(O)CC,1,1,0.13,130.23,9
CCCCCCC=O,1,1,0.13,114.19,8
N#Cc1ccc(Cl)cc1,1,1,0.13,137.57,9
NC(CO)(CO)CO,1,1,0.13,121.14,8
NC(=O)NNC=O,1,1,0.13,103.08,7
O=C1N=NN=N1,1,1,0.13,84.04,6
OC1CNCC(O)C1O,1,1,0.13,133.15,9
CC#CCC(C)C(C)O,1,1,0.13,126.2,9
CC1C(O)CC2CCCC21,1,1,0.13,140.23,10
CC(O)CCO,1,1,0.13,90.12,6
CCC(C)(C)C=O,1,1,0.13,100.16,7
CC1CC(C)CC(C)C(=O)C(C)C(O)C(C)(O)COC(=O)C(C)C1,1,1,0.13,342.48,24
CCCCCC(O)CC,1,1,0.13,130.23,9
OC1CC2Cc3ccccc3CC2C1,1,1,0.13,188.27,14
C[NH3+],1,1,0.13,32.07,2
COP(=O)([O-])[O-],1,1,0.13,110.0,6
Oc1cccc2c1CCCC2,1,1,0.13,148.2,11
CCCC(N)=O,1,1,0.13,87.12,6
CC(C)(C)N,1,1,0.13,73.14,5
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1,1,0.13,296.41,22
O=P(O)(O)CO,1,1,0.13,112.02,6
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3,1,1,0.13,312.38,24
C[N+]1(C)C2CCCC1C1OC12,1,1,0.13,154.23,11
Nc1nc(=O)c2cc[nH]c2[nH]1,1,1,0.13,150.14,11
CCC(O)(P(=O)(O)O)P(=O)(O)O,1,1,0.13,220.05,12
O=C1Cc2ccc(Cl)cc2N1,1,1,0.13,167.59,11
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1,1,0.13,280.29,21
CC1OCC(O)C1O,1,1,0.13,118.13,8
CC1c2cccc([O-])c2C([O-])=C2C(=O)C3(O)C(=O)C(=C(N)[O-])C(=O)CC3C([O-])C21,1,1,0.13,397.34,29
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1O,1,1,0.13,352.42,25
NC1C2CNCC12,1,1,0.13,98.15,7
Cc1ncc[nH]1,1,1,0.13,82.11,6
NC1CNS(=O)(=O)c2sc(S(N)(=O)=O)cc21,1,1,0.13,283.36,16
CCCS(=O)(=O)O,1,1,0.13,124.16,7
CC(O)CC(N)=O,1,1,0.13,103.12,7
Fc1cncnc1,1,1,0.13,98.08,7
CC1=CC=CC(C)C(O)C(C)C(O)C(C)CC(C)CC=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC1=O,1,1,0.13,697.83,51
Cc1cncnc1N,1,1,0.13,109.13,8
CC(N)C(N)=O,1,1,0.13,88.11,6
OC1COCC(O)C1,1,1,0.13,118.13,8
CCC(O)C(C)C=O,1,1,0.13,116.16,8
CCC[S+](C)C,1,1,0.13,105.23,6
CON=C1CCNC1,1,1,0.13,114.15,8
CC1CC(C)C(=O)C(C)C(=O)OCC2(C)OC(=O)NC2C(C)C(=O)C(C)C1,1,1,0.13,381.47,27
O=C1C(=O)c2ccccc2C(O)=C1C1CCCCC1,1,1,0.13,256.3,19
c1ccc2c3c([nH]c2c1)CCCC3,1,1,0.13,171.24,13
CCS(=O)(=O)c1ccccc1,1,1,0.13,170.23,11
CC(C)C(C)(C)O,1,1,0.13,102.18,7
OC1CCCC(O)C1,1,1,0.13,116.16,8
C=C(c1ccccc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1,1,0.13,304.48,23
O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O,1,1,0.13,339.36,15
CC(C)CCB(O)O,1,1,0.13,115.97,8
CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F,1,1,0.13,336.41,21
Cc1nc(=O)c2ccccc2[nH]1,1,1,0.13,160.18,12
CC(C)(NN)C(=O)O,1,1,0.13,118.14,8
CCP(=O)(O)O,1,1,0.13,110.05,6
CCCCCCCC,1,1,0.13,114.23,8
CCC(N)(CO)CO,1,1,0.13,119.16,8
Cc1ncn2[nH]cnc(=O)c12,1,1,0.13,150.14,11
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,1,1,0.13,389.41,29
OC1Cc2ccccc2Nc2ccccc21,1,1,0.13,211.26,16
Cc1cc(=O)n2c(n1)C(O)CCC2,1,1,0.13,180.21,13
O=C1CCCC(=O)C1,1,1,0.13,112.13,8
OC1COCC1F,1,1,0.13,106.1,7
CC1(C)N=C(N)N=C(N)N1O,1,1,0.13,157.18,11
Clc1ccc(Cl)c(Cl)c1,1,1,0.13,181.45,9
CCCF,1,1,0.13,62.09,4
Ic1ccccc1,1,1,0.13,204.01,7
NC1CCc2ccccc21,1,1,0.13,133.19,10
O=C1CCSSCCNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1,1,0.13,488.59,32
CCCCN=C(N)N,1,1,0.13,115.18,8
C1CCOCC1,1,1,0.13,86.13,6
CCC(C)CC(C)CCCCCCCCC=O,1,1,0.13,240.43,17
O=C1CCC(O)CNC(=O)C2C(O)CCN2C(=O)CNC(=O)CNC(=O)C2CC(O)CN2C(=O)CN1,1,1,0.13,512.52,36
NCCCO,1,1,0.13,75.11,5
CC(C)CC(CN)CC(=O)O,1,1,0.13,159.23,11
Cc1cncnc1,1,1,0.13,94.12,7
Cc1coc(=O)o1,1,1,0.13,100.07,7
O=P([O-])([O-])O,1,1,0.13,95.98,5
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,1,1,0.13,349.52,26
Cc1cscn1,1,1,0.13,99.16,6
Nc1cccc2c1C(=O)NC2=O,1,1,0.13,162.15,12
CCCC(C)O,1,1,0.13,88.15,6
CC(C=O)(CO)CO,1,1,0.13,118.13,8
CCC(O)CN(C)NC(=O)CC(C)(C)C,1,1,0.13,216.32,15
O=C1NCC2CCCc3cccc1c32,1,1,0.13,187.24,14
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312,1,1,0.13,356.46,26
O=C1CCN1,1,1,0.13,71.08,5
O=c1nc[nH][nH]1,1,1,0.13,85.07,6
Cc1nc2c([nH]1)CCNc1ccccc1-2,1,1,0.13,199.26,15
C=C1CCC(O)C1,1,1,0.13,98.14,7
OCO,1,1,0.13,48.04,3
c1ccc(C2NCCc3ccccc32)cc1,1,1,0.13,209.29,16
C1CCCNCC1,1,1,0.13,99.18,7
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,1,1,0.13,285.77,20
CCCCC(F)F,1,1,0.13,108.13,7
O=C1CC2CCC(O)OC2C1,1,1,0.13,156.18,11
NCC(=O)CCC=O,1,1,0.13,115.13,8
CCCCCCCCCC,1,1,0.13,142.29,10
CCCC1=C([O-])OCCC1=O,1,1,0.13,155.17,11
O=[SH](=O)c1ccccn1,1,1,0.13,143.17,9
c1cnc2cc3c(cc2n1)C1CNCC3C1,1,1,0.13,211.27,16
C#Cc1ccccc1,1,1,0.13,102.14,8
Cc1cc(C)cc(C#N)c1,1,1,0.13,131.18,10
Nc1ncncc1Br,1,1,0.13,174.0,8
Cc1cc(C)ncn1,1,1,0.13,108.14,8
CCC1CCc2ccc3c(c21)CCO3,1,1,0.13,188.27,14
NC(=NC=O)c1ccccc1,1,1,0.13,148.16,11
C1CC2CCOC2O1,1,1,0.13,114.14,8
O=C1NC(=O)C2C3CCC(C3)C12,1,1,0.13,165.19,12
CC(C)C(C)CC(N)C(O)CC(C=O)C(C)C,1,1,0.13,243.39,17
CC(C)(C)C(N)=O,1,1,0.13,101.15,7
Cc1ccc2c(c1)OCO2,1,1,0.13,136.15,10
O=[SH](=O)c1ccsc1,1,1,0.13,148.21,8
Cc1nocc1Cl,1,1,0.13,117.53,7
OC1CCCNc2ccc(Cl)cc21,1,1,0.13,197.66,13
Nc1cccc2c1CNC2=O,1,1,0.13,148.16,11
Oc1ccc2c(c1)CCCC2c1ccccc1,1,1,0.13,224.3,17
Clc1cncc(Cl)c1,1,1,0.13,147.99,8
c1cnoc1,1,1,0.13,69.06,5
FC1(F)CCCCC1,1,1,0.13,120.14,8
c1ccc2c(c1)CCN2,1,1,0.13,119.17,9
Brc1ccc2ncccc2c1,1,1,0.13,208.06,11
Cc1cc(C)cc(C)c1,1,1,0.13,120.19,9
CC#N,1,1,0.13,41.05,3
CCCCC(=O)C=O,1,1,0.13,114.14,8
C1CC2CNCC2C1,1,1,0.13,111.19,8
Nc1c(Cl)ccc2c1CCO2,1,1,0.13,169.61,11
CC1CCC(Cl)CC1,1,1,0.13,132.63,8
Cc1cccc(Cl)c1,1,1,0.13,126.59,8
Cc1ncccn1,1,1,0.13,94.12,7
Fc1cccc(Br)c1,1,1,0.13,175.0,8
NCCCCC(N)C(=O)O,1,1,0.13,146.19,10
NC(CCC(=O)O)C(=O)O,1,1,0.13,147.13,10
CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc4C)cc4[nH]c(cc1n2)cc4C)C(C)=C3CCC(=O)O,1,1,0.13,510.59,38
Cc1n[nH]c2ccccc12,1,1,0.13,132.17,10
O=C1Cc2cc(F)ccc2N1,1,1,0.13,151.14,11
c1nnc2n1CCNC2,1,1,0.13,124.15,9
CC(N)CC=O,1,1,0.13,87.12,6
Fc1ccc(F)c(F)c1,1,1,0.13,132.08,9
O=CCC(O)C=O,1,1,0.13,102.09,7
Cc1cc(O)c(O)c([N+](=O)[O-])c1,1,1,0.13,169.14,12
O=[N+]([O-])c1cccc(O)c1O,1,1,0.13,155.11,11
N#CC1CCCN1,1,1,0.13,96.13,7
OC12CC3CC(CC(C3)C1)C2,1,1,0.13,152.24,11
CC(C)CCO,1,1,0.13,88.15,6
CN(C)NN=C1N=CN=C1C(N)=O,1,1,0.13,182.19,13
N#Cc1cnc2ccccc2c1,1,1,0.13,154.17,12
O=C(O)C1=CC(=NNc2ccc([SH](=O)=O)cc2)C=CC1=O,1,1,0.13,306.3,21
CC1=CC=CC(C)C(O)C(C)C(O)C(C)CC(C)CC=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(NC1=O)C4=O,1,1,0.13,702.85,51
C[N+]1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,1,0.13,301.34,22
C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)cc4C)C1(C)CC(C=O)=CC=C31,1,1,0.13,544.66,41
O=C(O)C1=CC(=NNc2ccc(O)cc2)C=CC1=O,1,1,0.13,258.23,19
OC1CCC(O)OC1,1,1,0.13,118.13,8
CCCCCN=C(N)NNC=C1C=Nc2ccccc21,1,1,0.13,271.37,20
C1=CC(=C2N=c3cnc4c(c3=N2)COCC4)NO1,1,1,0.13,242.24,18
O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccccc2)N1,1,1,0.13,329.36,25
C1CNCCNCCNCCN1,1,1,0.13,172.28,12
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8CCOC8CC8OC(CCC1O2)CC(C)C8=C)OC7C6O3)C5O4,1,1,0.13,626.79,45
CC(O)CN,1,1,0.13,75.11,5
[SH2+]C1CCCCO1,1,1,0.13,119.21,7
CCCC(C)C,1,1,0.13,86.18,6
CC(C)(F)F,1,1,0.13,80.08,5
c1ccc2c(c1)CCC2,1,1,0.13,118.18,9
O=c1ccc2cccc(O)c2[nH]1,1,1,0.13,161.16,12
O=C1COCCN1,1,1,0.13,101.11,7
Clc1cccs1,1,1,0.13,118.59,6
N#Cc1ccc2[nH]ccc2c1,1,1,0.13,142.16,11
NC1=NC(=C(C=O)N=O)NS1,1,1,0.13,172.17,11
Cc1cccc([SH](=O)=O)c1,1,1,0.13,156.21,10
CC(=O)NO,1,1,0.13,75.07,5
CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1)C1C(CC3C)C1(C)C,1,1,0.13,332.44,24
O=C1COc2ccc(O)cc2N1,1,1,0.13,165.15,12
O=CC(=NO)c1nsc(NP(=O)([O-])O)n1,1,1,0.13,251.14,15
O=C(O)C1=C(S)CSC2CC(=O)N12,1,1,0.13,217.27,13
CC1=C2CC(=O)C3(C)CCC4OCC4C3CC(O)(CC1)C2(C)C,1,1,0.13,318.46,23
OC1CCOC(O)C1,1,1,0.13,118.13,8
Nc1nccs1,1,1,0.13,100.15,6
Fc1ccccc1F,1,1,0.13,114.09,8
OC1CCCC1O,1,1,0.13,102.13,7
OC1CCNC1,1,1,0.13,87.12,6
O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CN1,1,1,0.13,382.38,27
CC1OC(=O)C2CC3CCCCC3C(C)C12,1,1,0.13,222.33,16
NC1CCCNC1,1,1,0.13,100.17,7
Cc1ncnc2ccccc12,1,1,0.13,144.18,11
Oc1ccc2ncsc2c1,1,1,0.13,151.19,10
Cc1ccccc1S(N)(=O)=O,1,1,0.13,171.22,11
Cc1c2ccccc2nn1C,1,1,0.13,146.19,11
O=C1CCCCN1,1,1,0.13,99.13,7
CC1(C)C2CNCC21,1,1,0.13,111.19,8
CCC(=O)C(N)=O,1,1,0.13,101.11,7
CC1CNCCc2ccc(Cl)cc21,1,1,0.13,195.69,13
Cn1ncnn1,1,1,0.13,84.08,6
Nc1cc(N)ncn1,1,1,0.13,110.12,8
CCCCCCCC=O,1,1,0.13,128.22,9
CC1CO1,1,1,0.13,58.08,4
Fc1ccc(Cl)cc1Cl,1,1,0.13,164.99,9
Nc1ccccn1,1,1,0.13,94.12,7
NCCCCC(N)C=O,1,1,0.13,130.19,9
Fc1cccc(I)c1,1,1,0.13,222.0,8
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2O,1,1,0.13,272.39,20
CC1(C)NC(=S)NC1=O,1,1,0.13,144.2,9
Brc1cncnc1,1,1,0.13,158.99,7
Cc1cccc2cccnc12,1,1,0.13,143.19,11
CN1CCCCC=CC2CC2NC(=O)C2CCCC2C1=O,1,1,0.13,290.41,21
O=[SH](=O)C1CC1,1,1,0.13,106.15,6
C=CC=O,1,1,0.13,56.06,4
CCCCCCCCCC=O,1,1,0.13,156.27,11
CC1CC(=O)NCC(=O)NCC(=O)NCC(=O)NC(C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O1,1,1,0.13,613.59,43
CCCN,1,1,0.13,59.11,4
CC1NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(N)CSSCC2NC(=O)C3CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCC(NC(=O)CNC1=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N3)NC(=O)CNC(=O)CNC(=O)CNC2=O,1,1,0.13,1684.85,111
O=C1CCSSCC2NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC2=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1,1,0.13,1508.58,101
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1,1,0.13,562.63,37
CC(C)CCC(=O)O,1,1,0.13,116.16,8
CC(C)CC(N)C=O,1,1,0.13,115.18,8
O=C1CCNC(=O)N1,1,1,0.13,114.1,8
CCCCCCCCCCCCCC=O,1,1,0.13,212.38,15
CCCCCC(=O)O,1,1,0.13,116.16,8
O=c1cc[nH]c2ccccc12,1,1,0.13,145.16,11
CCC#N,1,1,0.13,55.08,4
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1,1,0.13,1019.05,69
Cc1nnco1,1,1,0.13,84.08,6
Cn1cncc([O-])c1=O,1,1,0.13,125.11,9
CN1C(=C(N)[O-])C(=O)c2ccccc2S1(=O)=O,1,1,0.13,253.26,17
CS(=O)(=O)c1cccc(Cl)c1,1,1,0.13,190.65,11
CCF,1,1,0.13,48.06,3
Cc1ccccc1C#Cc1cnc2cccnn12,1,1,0.13,233.27,18
CC1CCNCCN1,1,1,0.13,114.19,8
Clc1ccc2ocnc2c1,1,1,0.13,153.57,10
CC(C=O)NP(=O)(O)O,1,1,0.13,153.07,9
CC1(F)COCC1O,1,1,0.13,120.12,8
NC([O-])=C1C(=O)CC2CC3Cc4cccc(O)c4C([O-])=C3C(=O)C2(O)C1=O,1,1,0.13,369.33,27
CCC[SH](=O)=O,1,1,0.13,108.16,6
c1cnc2[nH]ccc2c1,1,1,0.13,118.14,9
CC(C)CCC(N)=O,1,1,0.13,115.18,8
NC(C=O)CCC(=O)O,1,1,0.13,131.13,9
Nc1ncccn1,1,1,0.13,95.1,7
O=[SH](=O)c1c(F)cccc1F,1,1,0.13,178.16,11
CC(C)CCCCCCCCC=O,1,1,0.13,184.32,13
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3)C(NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)C(=O)NC1C(=O)NC(C(=O)NC(C=O)c2cc(O)ccc2-c2cc1ccc2O)C(O)c1ccc(c(Cl)c1)O4,1,1,0.13,1164.97,83
CC1CCOC2Cn3ccc(=O)c([O-])c3C(=O)N12,1,1,0.13,249.25,18
O=S(=O)(O)ONC1COCCC1[O-],1,1,0.13,212.2,13
NC(=O)C1=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4CC3CC2CC1=O,1,1,0.13,371.35,27
Clc1cc(Cl)cc(Cl)c1,1,1,0.13,181.45,9
O=Cn1ccnc1,1,1,0.13,96.09,7
O=S(=O)([O-])C(I)I,1,1,0.13,346.89,7
